"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Neoplasms"	"C00-D48"	295	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Mental and behavioural disorders"	"F01-F99"	124	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Diseases of the nervous system"	"G00-G98"	82	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Diseases of the circulatory system"	"I00-I99"	373	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Diseases of the respiratory system"	"J00-J98"	122	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Diseases of the digestive system"	"K00-K92"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Diseases of the genitourinary system"	"N00-N98"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Codes for special purposes"	"U00-U99"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"External causes of morbidity and mortality"	"V01-Y89"	142	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Neoplasms"	"C00-D48"	306	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	70	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Mental and behavioural disorders"	"F01-F99"	90	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the nervous system"	"G00-G98"	93	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the circulatory system"	"I00-I99"	350	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the respiratory system"	"J00-J98"	103	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the digestive system"	"K00-K92"	66	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Diseases of the genitourinary system"	"N00-N98"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Codes for special purposes"	"U00-U99"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"External causes of morbidity and mortality"	"V01-Y89"	137	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Certain infectious and parasitic diseases"	"A00-B99"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Neoplasms"	"C00-D48"	307	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	83	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Mental and behavioural disorders"	"F01-F99"	102	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Diseases of the nervous system"	"G00-G98"	83	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Diseases of the circulatory system"	"I00-I99"	362	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Diseases of the respiratory system"	"J00-J98"	124	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Diseases of the digestive system"	"K00-K92"	71	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Codes for special purposes"	"U00-U99"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"External causes of morbidity and mortality"	"V01-Y89"	122	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Neoplasms"	"C00-D48"	266	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	87	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Mental and behavioural disorders"	"F01-F99"	95	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Diseases of the nervous system"	"G00-G98"	77	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Diseases of the circulatory system"	"I00-I99"	369	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Diseases of the respiratory system"	"J00-J98"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Diseases of the digestive system"	"K00-K92"	53	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Codes for special purposes"	"U00-U99"	44	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"External causes of morbidity and mortality"	"V01-Y89"	139	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Neoplasms"	"C00-D48"	294	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	74	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Mental and behavioural disorders"	"F01-F99"	116	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Diseases of the nervous system"	"G00-G98"	94	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Diseases of the circulatory system"	"I00-I99"	323	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Diseases of the respiratory system"	"J00-J98"	118	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Diseases of the digestive system"	"K00-K92"	69	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Codes for special purposes"	"U00-U99"	123	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"External causes of morbidity and mortality"	"V01-Y89"	166	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Certain infectious and parasitic diseases"	"A00-B99"	13	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Neoplasms"	"C00-D48"	300	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	98	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Mental and behavioural disorders"	"F01-F99"	128	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the nervous system"	"G00-G98"	90	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the circulatory system"	"I00-I99"	393	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the respiratory system"	"J00-J98"	117	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the digestive system"	"K00-K92"	84	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Codes for special purposes"	"U00-U99"	147	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"External causes of morbidity and mortality"	"V01-Y89"	150	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Certain infectious and parasitic diseases"	"A00-B99"	14	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Neoplasms"	"C00-D48"	286	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	81	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Mental and behavioural disorders"	"F01-F99"	149	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Diseases of the nervous system"	"G00-G98"	120	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Diseases of the circulatory system"	"I00-I99"	386	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Diseases of the respiratory system"	"J00-J98"	130	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Diseases of the digestive system"	"K00-K92"	89	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Diseases of the genitourinary system"	"N00-N98"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Codes for special purposes"	"U00-U99"	210	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"External causes of morbidity and mortality"	"V01-Y89"	142	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Certain infectious and parasitic diseases"	"A00-B99"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Neoplasms"	"C00-D48"	304	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	90	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Mental and behavioural disorders"	"F01-F99"	129	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the nervous system"	"G00-G98"	109	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the circulatory system"	"I00-I99"	437	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the respiratory system"	"J00-J98"	121	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the digestive system"	"K00-K92"	78	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Diseases of the genitourinary system"	"N00-N98"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Codes for special purposes"	"U00-U99"	315	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"External causes of morbidity and mortality"	"V01-Y89"	149	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Certain infectious and parasitic diseases"	"A00-B99"	20	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Neoplasms"	"C00-D48"	300	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	80	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Mental and behavioural disorders"	"F01-F99"	144	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Diseases of the nervous system"	"G00-G98"	106	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Diseases of the circulatory system"	"I00-I99"	476	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Diseases of the respiratory system"	"J00-J98"	156	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Diseases of the digestive system"	"K00-K92"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Diseases of the genitourinary system"	"N00-N98"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Codes for special purposes"	"U00-U99"	250	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"External causes of morbidity and mortality"	"V01-Y89"	117	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Certain infectious and parasitic diseases"	"A00-B99"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Neoplasms"	"C00-D48"	270	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	97	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Mental and behavioural disorders"	"F01-F99"	112	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Diseases of the nervous system"	"G00-G98"	83	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Diseases of the circulatory system"	"I00-I99"	360	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Diseases of the respiratory system"	"J00-J98"	85	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Diseases of the digestive system"	"K00-K92"	63	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Diseases of the genitourinary system"	"N00-N98"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Codes for special purposes"	"U00-U99"	146	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"External causes of morbidity and mortality"	"V01-Y89"	132	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Neoplasms"	"C00-D48"	293	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	89	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Mental and behavioural disorders"	"F01-F99"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Diseases of the nervous system"	"G00-G98"	115	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Diseases of the circulatory system"	"I00-I99"	361	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Diseases of the respiratory system"	"J00-J98"	116	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Diseases of the digestive system"	"K00-K92"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Diseases of the genitourinary system"	"N00-N98"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Codes for special purposes"	"U00-U99"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"External causes of morbidity and mortality"	"V01-Y89"	138	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Certain infectious and parasitic diseases"	"A00-B99"	10	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Neoplasms"	"C00-D48"	312	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	82	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Mental and behavioural disorders"	"F01-F99"	110	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Diseases of the nervous system"	"G00-G98"	88	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Diseases of the circulatory system"	"I00-I99"	337	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Diseases of the respiratory system"	"J00-J98"	121	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Diseases of the digestive system"	"K00-K92"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Diseases of the genitourinary system"	"N00-N98"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Codes for special purposes"	"U00-U99"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"External causes of morbidity and mortality"	"V01-Y89"	131	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Certain infectious and parasitic diseases"	"A00-B99"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Neoplasms"	"C00-D48"	299	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	74	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Mental and behavioural disorders"	"F01-F99"	105	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Diseases of the nervous system"	"G00-G98"	80	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Diseases of the circulatory system"	"I00-I99"	371	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Diseases of the respiratory system"	"J00-J98"	124	Not Applicable	Not Applicable
