"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	283	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	31	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	290	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	61	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	82	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	20	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	298	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	34	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	267	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	20	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	66	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	21	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	293	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	271	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	49	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	83	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jul., 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	259	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	35	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	293	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	49	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	99	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Aug., 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	44	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	284	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	248	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	78	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	13	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Sep., 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	292	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	295	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	73	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	31	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Oct., 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	147	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	280	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	60	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	300	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	80	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	21	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Nov., 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	210	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	297	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	339	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	60	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	81	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Dec., 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	315	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	295	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	368	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	65	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	96	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	36	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jan., 2022"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	250	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	260	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	292	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	54	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Feb., 2022"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	146	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	282	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	54	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	294	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	73	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Mar., 2022"	"2022/03"	"#COVID-19 (U07.1)"	"GR113-137"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	306	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Alzheimer disease (G30)"	"GR113-052"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	264	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	85	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	17	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Apr., 2022"	"2022/04"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	288	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	40	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Alzheimer disease (G30)"	"GR113-052"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	296	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	71	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	17	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"May, 2022"	"2022/05"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	288	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Alzheimer disease (G30)"	"GR113-052"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	278	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	61	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	73	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	32	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Jun., 2022"	"2022/06"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
