"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	3149	1385340	227.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	2981	1385340	215.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	2492	1385340	179.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	5093	1338404	380.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	5533	1344212	411.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	5915	1350141	438.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	6205	1372247	452.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	6312	1385340	455.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	6036	1385340	435.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	4908	1385340	354.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	1544	1338404	115.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	1581	1344212	117.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	1778	1350141	131.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	1771	1372247	129.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	1813	1385340	130.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	1806	1385340	130.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	1551	1385340	112.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2018"	"2018"	13	1338404	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2019"	"2019"	14	1344212	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2020"	"2020"	14	1350141	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2021"	"2021"	19	1372247	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2022"	"2022"	17	1385340	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2023 (provisional)"	"2023"	19	1385340	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the eye and adnexa"	"H00-H59"	"2024 (provisional and partial)"	"2024"	18	1385340	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the ear and mastoid process"	"H60-H95"	"2022"	"2022"	14	1385340	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the ear and mastoid process"	"H60-H95"	"2023 (provisional)"	"2023"	23	1385340	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	6897	1338404	515.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	6850	1344212	509.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	7433	1350141	550.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	8139	1372247	593.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	8311	1385340	599.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	8048	1385340	580.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	6770	1385340	488.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	3807	1338404	284.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	3682	1344212	273.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	3557	1350141	263.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	4088	1372247	297.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	4117	1385340	297.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	3759	1385340	271.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	3193	1385340	230.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	1159	1338404	86.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	1173	1344212	87.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	1271	1350141	94.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	1443	1372247	105.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	1417	1385340	102.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	1399	1385340	101.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	1141	1385340	82.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	109	1338404	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	131	1344212	9.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	122	1350141	9.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	142	1372247	10.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	143	1385340	10.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	171	1385340	12.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	115	1385340	8.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	341	1338404	25.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	396	1344212	29.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	473	1350141	35.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	475	1372247	34.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	501	1385340	36.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	579	1385340	41.8
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	474	1385340	34.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	1324	1338404	98.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	1245	1344212	92.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	1251	1350141	92.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	1377	1372247	100.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	1348	1385340	97.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	1316	1385340	95.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	1084	1385340	78.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	42	1338404	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	43	1344212	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	47	1350141	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	37	1372247	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	50	1385340	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	48	1385340	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	29	1385340	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	60	1338404	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	81	1344212	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	78	1350141	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	105	1372247	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	95	1385340	6.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	72	1385340	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	71	1385340	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	1825	1338404	136.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	1252	1344212	93.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	1305	1350141	96.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	1464	1372247	106.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	1509	1385340	108.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	1426	1385340	102.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	1445	1385340	104.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	1459	1338404	109.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	1452	1344212	108.0
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	1524	1350141	112.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	1746	1372247	127.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	1827	1385340	131.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	1780	1385340	128.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	1113	1385340	80.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	476	1350141	35.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	1458	1372247	106.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	1072	1385340	77.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	465	1385340	33.6
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	269	1385340	19.4
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	1568	1338404	117.2
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	1588	1344212	118.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	1667	1350141	123.5
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	1871	1372247	136.3
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2022"	"2022"	1924	1385340	138.9
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2023 (provisional)"	"2023"	1844	1385340	133.1
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"External causes of morbidity and mortality"	"V01-Y89"	"2024 (provisional and partial)"	"2024"	661	1385340	47.7
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	654	1385340	47.2
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	5362	6902149	77.7
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	5188	6892503	75.3
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	6227	6893574	90.3
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	6037	6984723	86.4
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	5837	6981974	83.6
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	5734	6981974	82.1
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	4895	6981974	70.1
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2018"	"2018"	14425	6902149	209.0
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2019"	"2019"	14359	6892503	208.3
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2020"	"2020"	14706	6893574	213.3
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2021"	"2021"	14730	6984723	210.9
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2022"	"2022"	14829	6981974	212.4
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	14867	6981974	212.9
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	12194	6981974	174.6
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	1344	6902149	19.5
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	1368	6892503	19.8
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	1535	6893574	22.3
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	1659	6984723	23.8
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	1736	6981974	24.9
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	1631	6981974	23.4
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	1398	6981974	20.0
