"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	2004	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	1603	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	1587	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	1652	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	1472	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	1324	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	1229	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	1198	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	1331	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	35	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	35	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	1397	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	1343	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	1228	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	1329	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	1370	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	1498	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	1382	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	1172	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	1353	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	1328	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	1312	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	1238	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	1280	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	1295	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	35	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	1232	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	1370	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	1292	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	1431	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	1483	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	35	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	1254	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	1359	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	1279	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	1216	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	105	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	1242	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	135	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	1163	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	154	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	1223	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	149	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	1176	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	125	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	1165	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	45	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	57	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	275	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	116	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	9766	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	282	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	103	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	9105	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	300	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	99	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	9981	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	347	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	125	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	12234	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	412	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	137	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	11956	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	312	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	129	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	9605	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	304	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	121	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	9203	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	302	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	146	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	9393	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	289	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	9116	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	143	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	10208	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	292	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	145	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	12846	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	269	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	157	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	14078	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	257	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	149	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	11943	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	243	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	9730	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	330	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	9361	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	365	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	134	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	9253	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	322	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	9389	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	324	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	126	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	8735	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	360	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	139	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	9110	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	332	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	141	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	9711	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	303	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	146	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	9916	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	328	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	10127	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	328	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	149	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	10231	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	351	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	12088	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	378	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	165	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	14377	Not Applicable	Not Applicable
