"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2455	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	415	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	228	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	505	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	193	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	183	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 13 ending March 31, 2018"	"2018/13"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	127	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Septicemia (A40-A41)"	"GR113-010"	144	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2091	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	250	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Alzheimer disease (G30)"	"GR113-052"	296	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2528	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	447	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	261	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	470	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	186	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	170	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 14 ending April 07, 2018"	"2018/14"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	126	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Septicemia (A40-A41)"	"GR113-010"	169	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2053	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	260	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Alzheimer disease (G30)"	"GR113-052"	281	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2565	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	458	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	246	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	490	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	174	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	190	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 15 ending April 14, 2018"	"2018/15"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	136	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Septicemia (A40-A41)"	"GR113-010"	170	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1993	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	275	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Alzheimer disease (G30)"	"GR113-052"	286	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2475	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	431	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	243	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	484	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	169	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	193	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 16 ending April 21, 2018"	"2018/16"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	132	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Septicemia (A40-A41)"	"GR113-010"	132	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2040	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	254	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Alzheimer disease (G30)"	"GR113-052"	281	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2405	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	396	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	239	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	475	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	182	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	196	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 17 ending April 28, 2018"	"2018/17"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	138	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Septicemia (A40-A41)"	"GR113-010"	158	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2017	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	244	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Alzheimer disease (G30)"	"GR113-052"	279	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2385	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	436	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	238	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	473	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	188	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 18 ending May 05, 2018"	"2018/18"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	115	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Septicemia (A40-A41)"	"GR113-010"	129	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1921	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	230	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Alzheimer disease (G30)"	"GR113-052"	241	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2220	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	382	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	452	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	173	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	183	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 19 ending May 12, 2018"	"2018/19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	119	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Septicemia (A40-A41)"	"GR113-010"	129	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1894	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	247	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Alzheimer disease (G30)"	"GR113-052"	254	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2112	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	387	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	158	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	455	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	154	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	168	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 20 ending May 19, 2018"	"2018/20"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	125	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Septicemia (A40-A41)"	"GR113-010"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2082	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	256	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Alzheimer disease (G30)"	"GR113-052"	234	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2264	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	407	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	176	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	476	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	157	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	187	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 21 ending May 26, 2018"	"2018/21"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	112	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Septicemia (A40-A41)"	"GR113-010"	124	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1967	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	252	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Alzheimer disease (G30)"	"GR113-052"	234	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2242	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	380	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	159	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	445	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	136	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 22 ending June 02, 2018"	"2018/22"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	138	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Septicemia (A40-A41)"	"GR113-010"	129	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2051	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	222	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Alzheimer disease (G30)"	"GR113-052"	274	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2233	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2018 Week 23 ending June 09, 2018"	"2018/23"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	372	Not Applicable	Not Applicable
